ID,Nombre,Fecha,Texto,Libro
11,La Sofi se toquetea con un chabón,7/10/2003,"Esta tarde por fin me la encontré a la Sofi sola en casa y aproveché para preguntarle sobre la bombacha con voladitos que le encontré (el tema no se me perdió de vista).

—Olvidáte que soy tu madre, ahora soy tu amiga, ¿vos te revolcás con un muchacho, cierto? Que no, que sí, que pim pum pam, y al final terminó claudicando. Confesó la perra que revolcarse no, pero que ha tenido tocamientos con un tal Manija, el hijo del carnicero. Yo tomé aire y le dije: 

—Gracias por decirme la verdad, Sofi... Y ahora olvidáte un segundo de que soy tu amiga —y la estampé contra la heladera de un sopapo.

Ya pasaron dos horas de eso, y todavía me duele la mano.

¿A quién salió tan puta la guacha?",Más respeto que soy tu madre
12,Cosa de mandinga,8/10/2003,"Esta mañana el Zacarías se encontró en la calle una caja llena de casetes de los de antes, se puso a revolver a ver si había algo bueno y se trajo cinco: Iva Zanicchi, Serrat, Rosanna Falasca y dos de popurrí de boleros de los Cava Bengal.

Los probó y todos andaban bien menos el de Serrat, que según el Zacarías tenía la cinta dada vuelta y se oía al revés, como los mensajes del diablo de los discos de Kiss. Así que agarró el destornillador y lo desarmó, le dio vuelta la cinta y lo hizo arrancar de nuevo. Pero también se escuchaba al revés. Cosa de mandinga. El Zacarías dice que esos son misterios de las cosas encontradas en la calle. El Nacho dice que el casete de Serrat es en catalán, y que el Zacarías es un bruto. Y ya se están peleando otra vez los dos. Madre mía, qué vida mediocre.",Más respeto que soy tu madre
13,Aniversario de casamiento,9/10/2003,"Recién estaba mirando la foto de mi casamiento: el traje del Zacarías está manchado de vómito mío. Mañana va a ser veintinueve años que el Zacarías y yo nos casamos y estoy nostálgica. 

Me acuerdo que yo estaba del Nacho (de cuatro meses) y quedaba feo en esa época recibir un hijo en pecado.

El Zacarías le preguntó al cura si era posible insertar en el texto una frase que dijera «en caso de que el chico nazca muerto queda todo anulado», pero el cura le dijo que no con unas palabras que a mí me abrieron los ojos:

—No, hijo, eso no es posible, más que nada porque te conozco y si te digo que sí serías capaz de pegarle a tu mujer repetidas veces en la panza.

El cura se equivocó, porque puedo jurar acá mismo que el Zacarías jamás me levantó la mano estando yo embarazada, ni tampoco nunca estando dormida.

En eso mi marido siempre fue un caballero.",Más respeto que soy tu madre
14,Sexo y geometría,10/10/2003,"Después de que Mirta pasara horas leyendo blogs, es asaltada por una curiosidad: ¿querrá el Zacarías someterse un experimento sacado de internet?

—Anoche estaba escuchando la radio y un sexólogo decía que si te mido la poronga con una escuadra puedo saber tu edad biológica. ¿No tenés ganas?

—Yo solamente tengo dos edades —me dice—: cincuenta y cinco años de vida y veintinueve años de pelotudo, que es cuando me casé con vos.

—¡Te acordaste que es nuestro aniversario! Yo pensaba que no —le digo, encantada de la vida—. ¿Querés que festejemos con el experimento de la escuadra? 

El zángano me da la espalda en la cama y me espeta:

—Si vos me tocás con una escuadra yo te meto un compás en la concha.

Así que tuvimos que dejar la matemática para otro día.",Más respeto que soy tu madre
15,¡Después de doce años!,15/10/2003,"El Zacarías solamente fuma después de juntar los pelos conmigo. Es decir que el cigarro que se fumó hace un rato era de un paquete de Galaxy suaves, una marca que no se fabrica desde que existía la UCR. Y claro, le cayó mal y tuvo que salir corriendo para el baño haciendo arcadas. Yo me quedé en la cama, relajada como esa gente del Tíbet, toda despatarrada, con el peinado hecho un asco y con un sentimiento de paz que la última vez que lo tuve fue cuando fuimos a ver al Papa a Luján.

—Zacarías —le digo desde la cama—, tendrías que hacer esto más seguido.

—¿Vomitar?

—No, ponerte cariñoso conmigo... No sabés cómo tengo el cuerpo ahora.

—Sí, ya te lo vi al cuerpo —me dice—: hecho mierda lo tenés. Antes estabas pasable, Mirta, pero últimamente se te cayó todo... ¿Cuándo corno te salió esa cicatriz, que nunca la había visto?

—¿Esta? —le digo—. Es de la cesárea de la Sofi. ¿Te resulta sexy?

—Calláte, hacéme el gran favor —me dice—, y cuando salga del baño tapáte un poco que me da miedo. 

El Zacarías siempre fue así, medio chistoso.",Más respeto que soy tu madre
16,Regalos desde Europa,2/1/2004,"Don Américo llegó de Europa renovado, erguido, nuevo. Colgada del brazo izquierdo traía a la sobrina nieta Luchía, una chica que no habla una palabra en cristiano pero que ya sentimos como de la familia.

La chica se vino con una mochila, dispuesta a recorrer la Patagonia durante todo enero. Y en el brazo derecho mi suegro venía con una valija llena de regalos. El primer paquete fue para mí. Lo abrí rompiendo todo el papel, porque me encantan las chucherías de Europa:

—¡Ay, Américo! ¡Un collar negro! —le digo encantada—. No se hubiera molestado, ¡¡es precioso!!

—Non é un collare, Mirta, é un metesaca —me dice—. Doppo l’explico al Zacaría cóme se usa, va a vedere qué lindo.

Mi suegro le dice algo al oído al Zacarías, y mi marido mira el collar con más detenimiento. Solamente alcanzo a oír:

—¿Ve que las bolitta van in crechendo de tamaño, figlio? —le susurra—. Vó no tené que hachere niente esfuerzo. Solamente metesaca.

Y entonces el Zacarías parece que entiende algo y lo abraza al padre como si el collar hubiera sido un regalo para él. Qué raro está mi marido.

—¿Y para mí qué? —dice la Sofi revoloteando alrededor de su abuelo.

—Per la bambina un cuguetitte.

La Sofi abre el regalo encantada. Lo mira y lo llena de besos a su abuelo:

—¡Gracias Nonno, te acordaste!

—¿Qué es, nena? —pregunta el Zacarías mirando el chiche.

 —Una funda para la playstation, ¿no abuelito? —dice la Sofi mirando al Nonno.

—¡Ecco! Una funda. Pero ponéle cuesto lubricante a la playstation ante d’enfundarla, non sea cosa que se desgarre...

El Nacho, triste y alicaído, parecía no participar mucho de los regalos. Hasta que don Américo se acerca a él y lo palmea.

—A vó, bambino grande, te tengo una sorpressa espechiale. Andá a la pieza con la Luchía que lei te da el regalitte.

Luchía, silenciosa, le da la mano al Nacho y se lo lleva para el fondo. ¡Qué lindo que los primitos se quieran de entrada!

El Caio miraba todo con ojos torvos. Cuando su abuelo se fue a Europa estaban peleados a muerte, y seguramente —más que regalos— esperaba el desprecio de don Américo. Pero se ve que mi suegro es de perdonar rápido.

—É para vó, figlio, cuesta bolsitta —le dice al Caio, y le da un paquetito envuelto para regalo.

Al Caio se le ilumina la cara como si le hubieran puesto un foco de dosveinte en los ojos.

—¿Qué es, Nonno?

—É atchís.

—¿Para el resfrío? —pregunto—. ¿Estás engripado?

—¡É un bremedio per tutto, Mirta! —dice mi suegro—. Sirve per curare cualquier enfermetá. Sobretutto il mal d’amore, que é lo que le duele al Caíto.

El Caio abraza al abuelo, reconciliados después de la pelea que los separó.

—¡Gracias, Nonno! —le dice, mirando la bolsita. Mi suegro le susurra para que nadie lo oiga:

—Atenti bambino que non é porro eh... É pocholatte, lo que se fuma a l’Uropa. Fumá dispachio e guardame una tuquitta.

—¿Pero es un antibiótico o un chocolate? —le pregunto a mi suegro.

—¡Madonna santa, Mirta! ¿Con vó hay que usare sempre il conno del chilenchio per parlare en secretto...? ¿Qué tené a la oreja, alerone?

A las once de la noche del treinta y uno, cuando ya estábamos todos cenando, el Nacho y la Luchía salieron de la pieza con un hambre como para un batallón, y se sentaron a la mesa con nosotros. El Nachito estaba irreconocible, despejado, sonriente, como si se hubiera olvidado por completo de la Marilú Peroti y la vergüenza que pasó en la confitería.

La noche en Mercedes era especial, tibia, suave, prometedora. Las agujas se fueron acercando a la medianoche en medio de una charla familiar distendida y alegre. Soplaba el viento y nos traía el aroma de los tilos.

El Caio y el Nonno fumaban antibiótico y comían pionono. Se reían, se abrazaban. El Zacarías me quería llevar a la pieza para que me probara el collar. La Sofi no veía la hora de brindar para poder irse por ahí con las amigas a mostrarles la funda de la playstation...

Yo me fui a la cocina a buscar la sidra. Ya casi era la hora. Desde la ventana los vi a todos juntos, reunidos, contentos, charlando, y pensé que teníamos suerte. Que a pesar de todas las desgracias y la crisis éramos una familia con suerte. Estábamos todos juntos.

—¡Dale vieja, mové el culo que son las doce! —me grita el Zacarías.

Llego a la mesa. Suenan cuetes y petardos por todo el barrio. Se ilumina la noche del sur. Nos ponemos de pie y nos miramos. Levantamos las copas.

—¡Feliche Anno Nuovo, figlios míos! —dice don Américo. Y el 2004, flamante, entra en cada uno de nosotros.",Más respeto que soy tu madre
17,"Chau Nachito, ¡volvé pronto!",5/1/2004,"Luchía nos dejó la casa llena de alegría y dibujos. Nos llenó de besos, de acento milanés, de cariño, y se fue a la Patagonia a buscar a su madre, a la que no conoce. El Nacho, enamorado como nunca lo vi en mi vida, se fue con ella.

No tengo que llorar, pero lloro.

Los padres de Luchía se conocieron en 1975 en Milán. Eran hippies. Luchía solamente tiene una foto de ellos juntos, tamaño carnet. Pero no los recuerda. Nos contó su historia en la sobremesa de Año Nuevo, y don Américo nos traducía.

Luchía nació en el setenta y siete, y sus padres (Angiula y Roberto) se fueron con el bebé a vivir a El Bolsón, a escondidas de don Carlo, el padre de Angiula, que era medio fascista.

Angiula y Roberto se unieron a la lucha armada, y dejaron a la pequeña Luchía en la comunidad hippie de Lago Puelo. Roberto se convirtió en un desaparecido, pobrecito, y Angiula pasó dos años detenida en Buenos Aires. En ese interín, don Carlo viajó a Argentina a buscar a su hija y, al no encontrarla, se llevó a su nieta para Italia. Luchía no recuerda nada de todo esto. Era muy chica.

—Desde entonces no supe nada más de la mamma —nos decía llorando.

Don Carlo crio a su nieta en Roma y le dijo siempre que sus padres habían muerto. Aunque Angiula estuviera viva... Pasaron los años. Desde la democracia, Angiula y Luchía se buscaron en vano. Pero con la llegada de internet la hija dio con la madre y empezaron a escribirse. Luchía tiene una foto digital de su mami en la cartera. Angiula ríe en esa foto, feliz.

La llegada de don Américo a Milán fue providencial. Luchía aceptó la invitación de mi suegro y se vino a la Argentina con él. Lo demás no es historia antigua: es lo que está pasando ahora.

El Nacho y la Luchía se conocieron íntimamente en Año Nuevo, pero la cosa prosperó mucho y mi nene, que es un sol, no quiso que la chica se fuera sola por esos mundos. Le compraron por unos pocos euros la combi al carnicero Pertossi y la remodelaron un poco. La Luchía no solamente dibuja muy bien caricaturas, sino que además pintó la combi y la dejó como nueva.

Antes de irse, el Nachito me dice:

—Viejita, ¿vas a poder sola con los popups?

Le dije que sí, para que se fuera tranquilo, pero es posible que durante unos días este weblog sea un desastre, corazones. Para mí popup sigue siendo el ruido que hace el guiso cuando hierve. Po pup, po pup... Igual mi nene y su chica se fueron, hace tres horas, contentos y llenos de futuro, a buscar a una Bertotti perdida en el fin del mundo.",Más respeto que soy tu madre
18,Cantinflas y el secuestro de la mafia china,6/1/2004,"Estuvimos tres horas buscando al gato por todo el barrio, pero no aparecía. Al principio pensamos que se había escapado por culpa de los petardos de las Fiestas, pero después la Sofi descubrió la camiseta del Caio llena de pelos. Así que al Zacarías no le quedó otra más que torturar un poco al chico para que confesara.

—¡Basta, no me pegués! —dijo por fin el imbécil—. Fui yo, sí... alquilé el gato por unos pesos, pero la semana que viene lo devuelven.

—¿Y para qué carajo lo alquilaste? —le pregunto.

—Resulta que se me acabó el atchís, y el abuelo dice que me vende más, pero estoy sin un peso... —me aclara—. Antes te afanaba guita de la cartera para comprarme porro, pero ya estoy grande y me da vergüenza...

—¿Y no te da vergüenza vender al gato, pelotudo? Si tu hermano se entera te mata. ¿A quién se lo diste?

Nosotros pensábamos que lo peor ya había pasado, pero cuando el Caio habló, supimos que era más grave de lo que parecía.

—Al Circo de los Hermanos Chuan —dijo, inocente—. Me dieron cuarenta y cinco pesos y me dijeran que lo iban a amaestrar. Pero después lo devuelven, vieja.

El Zacarías desde la pieza, don Américo desde el baño y yo (los más veteranos y memoriosos de la familia) gritamos al mismo tiempo:

—¡¡Nooooo, idiotaa!!

Sin decirnos nada, con coordinación automática, yo me fui a vestir, don Américo fue a buscar plata y el Zacarías pidió un taxi. ¿Por qué será que cada vez que al Caio se le ocurre alguna idea, tarde o temprano necesitamos un taxi urgente?

—¡Rápido! —le digo al idiota—. Subite al taxi con nosotros, y rezá para que no sea demasiado tarde. ¡Pobre minino!

El Caio se metió en el coche lloriqueando y preguntando qué nos pasaba. Durante el viaje le fui contando lo que todo el mundo sabe: el Circo de los Hermanos Chuan llegó por primera vez a Mercedes hará unos quince años, desde la lejana China. En esa época era un circo famoso y puntual. Siempre aparecía en verano, montaba la carpa en el descampado de los monoblocks y se iba a las dos semanas. Pero la crisis lo fue desgastando, junto con el país.

En los noventa, los hermanos Chuan (dos chinos acróbatas) ya estaban más viejos. No venían en camiones enormes como antes, sino en casas rodantes desvencijadas. Los leones fortachones de otras épocas ahora estaban desteñidos y con los dientes amarillos. El payaso Cheu Lin, de repente viejo y borracho, ya no hacía reír a nadie con sus piruetas: más bien daba pena. El hombre forzudo tenía menos fuerza que un mono, el mono que le tiraba dardos envenenados a la bailarina tenía parkinson (lo descubrieron cuando mató a la bailarina), etcétera. Pero los chicos mercedinos, tan faltos de diversión, se seguían alegrando con la llegada del circo de los dos chinos.

—Pero hace tres años —le explico al Caio con la voz tembleque—... pasó algo horrible.

—Ío me’n ricordo —dice el Nonno, persignándose en el asiento delantero del taxi.

—Yo también me acuerdo, la puta madre —agrega el taxista, mirándonos por el espejito—. Fue muy triste: yo perdí al Sultán aquella vez.

—¡¿Qué pasó?! —preguntaba el Caio cada vez más asustado.

—Los chinos putos secuestraban a los perros y a los gatos de Mercedes, Caio —informa secamente el Zacarías—. ¡Los mataban! Les daban la carne de perro a las fieras, y la carne de gato se la comían ellos —todos hicimos silencio; Zacarías agregó, sabiamente—: los chinos son gente muy rara...

—Por eso ahora los tienen que comprar a idiotas como vos, porque cada vez que llega el circo, todo Mercedes guarda bajo llave a sus mascotas —digo yo.

El Caio empezó a llorar y a sentir el peso de la culpa:

—¡Hijos de puta! —gritaba—. ¡Me dijeron que me lo iban a amaestrar al Cantinflas, no que se lo iban a comer!

Una vez en el lugar, le agradecimos al taxista y salimos los cuatro corriendo por el descampado. La carpa estaba a medio armar y había ya algunos chicos detrás de la verja mirando lo que sería la función de la noche. Sonaba una musiquita de caja de música destartalada.

El Caio nos señala a un chino viejo, encorvado:

—¡Es ese! —grita—. Ese me compró al Cantinflas...

Era Li Chuan, uno de los hermanos, que se acerca y nos hace una reverencia.

—Buenas taldes, quelido samigos —dice, agachándose como si fuera Gandhi—... El cilco able sus pueltas a la caída del sol. Todavía es templano. Hi hi hi...

—Menos risa y devolvénos el gato, taiwanés culiado —dice el Zacarías agarrando al acróbata chino de la túnica azul.

—¡No pegal, pol favol, no pegal a anciano! —dice el chino—. Aquí no habel ningún gato, señole.

Don Américo, experto en lidiar con gente extranjera, aparta al Zacarías de la mesa de negociación y le dice al chino, mostrándole un fajo de billetes:

—¿Ta sicuro vó, chinitto cara e torta, que non tené un gato bianco en la cuchina?

A Li Chuan se le ilumina la cara cuando ve tanto billete de veinte pesos. Con un silbido finito lo llama a su hermano Joo Chuan, que llega corriendo despacio, como todos los chinitos.

—关于这些白痴是什么  —dice el recién llegado Joo. 

—希望猫 —responde el chino Li Chuan mirándonos de costado como si fuéramos vietnamitas.

—我喜欢坏 —se alegra Joo, y le aconseja a Li—: 去骗这些 伤心的美国.

El chino se mete adentro y regresa con el Cantinflas metido en una bolsa de supermercado. —¡Cantinflas! —grito yo emocionada—. ¡Estás vivo! —Pst, no tocal gato —dice el chino Chuan—. Nosotlos vendel felino pol cien peso. Taca taca. No cheque, no taljeta, no cuota.

—¡Fatto! —dice mi suegro, y le da la plata al chino. Este, a su vez, entrega el gato y cuenta los billetes.

Cuando nos estábamos yendo, el chino vuelve a llamar a mi suegro (no debió haberlo hecho, ahora seguro está arrepentido):

—¡Señol..., anciano! —dice—. Un segundo pol favol. Nos acercamos otra vez. Don Américo pregunta secamente:

—¿Qué queré, chinitto culo sucio?

Y entonces el chino, cavando su propia fosa, señala al Caio:

—¿El enanito está a la venta, señol?

No hubo manera de frenar a mi hijo. El Caio —herido en su orgullo— se abalanzó sobre el acróbata al grito de «¡japonés culo al revés!». Yo no sé cuántas costillas puede tener un chino, pero el nene se las rompió todas.

",Más respeto que soy tu madre
19,Candidato a loco del barrio,3/2/2004,"Lo que más nos preocupa de esta nueva faceta del Nonno baterista no es el ruido que pueda meter en casa. Eso se arregla con cajas de huevo en las paredes o con algodón en las orejas. El problema más grave, lo que más nos atormenta, es que se convierta en el «loco del barrio».

Para peor, don Américo cumple con todos los requisitos del cargo: está viejo, no es un mendigo, lo saluda mucha gente por la calle, viene de una familia más o menos conocida, se viste raro y se comporta de una manera que, sin ser del todo un delincuente, les da un poco de miedo a las viejas y a los chicos. Eso es un loco, en Mercedes.

En este pueblo hay un montón de locos. Pero en cada barrio hay siempre uno que, por alguna razón, es el «loco del barrio». Cada vez que se muere el loco del barrio, lo suplanta otro. Es increíble pero nunca falla. Y como hace seis meses que el loco de nuestro barrio se murió (lo pisó el Rápido de las veinte y veinte, pobrecito, ¿quién lo manda a ladrarle a la locomotora?), estamos todos con el culo a cuatro manos, temiendo que los vecinos nos declaren al Nonno «loco del barrio». ¡Qué vergüenza, Dios mío, no quiero ni pensarlo!

Si la vieja Monforte no anduviera todo el día encerrada, seguro que la loca del barrio sería ella; pero para pretender ese puesto hay que caminar mucho la calle, y la Monforte siempre está metida en casa. El Caio también cumple con casi todas las reglas, pero es chiquito todavía. Además dónde se ha visto que el «loco del barrio» se drogue... Y el Carnecruda lo que tiene en contra es que es mendigo: y está prohibido ser el «croto del barrio» y el «loco del barrio» al mismo tiempo. Si te descubren te meten preso.

El «loco del barrio», para empezar, no le hace mal a nadie. Incluso le da el toquecito pintoresco a la zona. Y si se viste gracioso, es aclamado por los pibitos, y si encima no tiene olor feo, incluso te prestigia los Bailes Populares. A mí no me molestan los locos que hemos tenido acá en el Barrio Estación. Pero igual no quisiera que fuera un pariente, porque después en el almacén te miran raro.

—¡Don Américo! —le grité ayer a la tarde—. ¡Ni se le ocurra salir a la calle con los calzoncillos arriba del pantalón!

—Ío sonno una strela d’il rocanrole, e me nefrega el qué dirán —me prepotea.

—¡Se va a cambiar ahora mismo! —le digo—. Póngase la boina, llévese el bastón y los lentes, por el amor de Dios... ¡Disimule!

Hay un problema más: los locos de cada barrio son candidatos naturales a «loco del pueblo», y ahí sí que me muero. Si un día don Américo llega a ser el loco de todo el partido de Mercedes, yo no salgo más a la calle. Trascartón, dejaría de venirnos gente a la pizzería y no conseguiríamos trabajo en ninguna parte.  

«¿Mirta Bertotti?», me dirían, «¿usted es algo del loco Bertotti, el loco del pueblo?». ¡No, por Dios! Se me pone la carne de gallina de solo pensarlo...

",Más respeto que soy tu madre
20,Gente de buen apellido,9/2/2004,"Desde que el Caio descubrió el nombre completo del Pajabrava, los varones Bertotti empezaron a mirar con otros ojos al noviecito de la Sofi, porque resulta que acá en Mercedes los apellidos son como la cuenta bancaria de la gente, y nunca falla.

Los apellidos españoles básicos son nuestra clase baja. En la Pampa Chica abundan los Pérez, los Sosa, los Gómez, los Fernández y los García, que no tienen a dónde caerse muertos. Después venimos nosotros, los apellidos italianos, que somos la clase media trabajadora. En nuestro barrio somos Pertossis, Della Zizzas, Bertottis o Blandinis. Y hablamos todos a los gritos.

En el Barrio del Parque está la gente de clase media alta, y todos tienen apellidos franceses, vascos o catalanes: Betancourt, Caseneuve, Gorrosterrazú, Goicochea, Ferrer y cosas por el estilo. Pero los mejores apellidos, los apellidos que tienen seguridad privada, los que viven en la zona de chalets, son los españoles compuestos: los López Ayala, los Pérez Itúrregui, los Hernández Olalla... Casi siempre tienen empresas grandes a medias con un judío de Luján, porque los judíos de Mercedes por alguna razón no han sabido prosperar como en el resto del mundo. Y resulta que ayer a la tarde el Caio le pregunta al Pajabrava cómo se llama, y el chico, tímido, le dice su nombre:

—Agustín Dámaso Iraola.

¡Ay, para qué! Desde ese momento, la información corrió como reguero de pólvora por toda la casa. El Caio se lo dijo al Nonno, y el Nonno le pasó el dato al Zacarías. Un rato después, los tres estaban invitando al Pajabrava a jugar al póquer en la mesa del comedor, para desplumarlo. Y el chico, que es tímido, no supo decir que no.

La Sofi llegó llorando al lavadero ni bien se vio amputada de novio. Yo estaba lavando la ropa, ajena a todo.

—¡Mamá! —me dice—. ¡Me robaron a mi Pajabrava!

—Si te ama va a volver —le digo, pedagógica—. Y si no vuelve, es porque nunca fue tuyo, Sofía.

—¡Claro que va a volver! —me dice—. ¡Pero va a volver sin un peso! ¿Y para qué lo quiero yo al esquenún sin un peso?

En diez palabras me explicó que toda la familia lo estaba descuartizando en la mesa de póquer, porque habían descubierto que era un Dámaso Iraola.

—¿Tu novio es un Dámaso Iraola? —le digo, abriendo los ojos grandes—. ¿Es algo del dueño de la fábrica de cemento?

—El hijo.

—¡Ay mi vida, haber empezado por ahí! —le digo a los gritos, sin poder contener mi emoción desinteresada—. Cuidá a ese chico, corazón, cuidálo mucho que es un amor de nene... Se nota que es un santo, no me lo hagas sufrir...

—¡Yo lo cuido! —me dice—. Pero andá a poner orden al comedor, vieja, porque quiero gastarme la plata yo, no mi hermano, mi papá y mi abuelo!

Salí corriendo para adentro, y efectivamente: desde la ventana del patio los vi practicar el delito. El Nonno parecía Marcel Marceau por la cantidad de gestos que les hacía a sus compinches. El Zacarías estaba serio, pero se le notaba la emoción del pecado. Y el Caio actuaba de anzuelo, perdiendo a propósito para que el Pajabrava pensara que era una mala racha de ambos adolescentes.

—¡Zacarías vení ya mismo para acá! —le grito desde la cocina.

—Esperáte mujer que estoy muy metido —me dice.

—¡Serás sinvergüenza, Zacarías! —le contesto, y me meto al comedor con una escoba—. ¡En esta casa se acabó el póquer!

—les digo—. Devuélvanle toda la plata a ese chico o los cago a escobazos a los tres. ¿No les da vergüenza robarle a un chico?

Los cuatro se me quedan mirando, sin entender. Zacarías, con la frente salpicada de gotas de sudor, me susurra:

—Gorda, te juro que la intención inicial era esa..., pero el pendejo nos está limpiando.

—Estamo perdiendo molta guitta, Mirta —me confirma don Américo con pesadumbre—... El Pacabrava nos está cuchinando a fuoco lento...

El Caio no dice nada, pero se le nota la humillación en los ojos. Miro los billetes y veo que es cierto: todo el dinero está en manos del Dámaso Iraola, y a los Bertotti, en cambio, solo les quedan monedas. Parecía un croquis de la vida real.

—Señora —me dice el novio de la Sofi, sin darle importancia—. No se preocupe que en cinco minutos les quito las últimas monedas y se los devuelvo a los tres, para que pasen un domingo en familia...

¡Ay qué bronca me dio ese chico! Si no hubiera sido porque la Sofi está enamorada le daba dos cachetazos por insolente al Pajabrava ese... Pero me mordí la lengua y no le dije nada, porque soy una señora.

—Ayudáme a planchar, nena —le digo a la Sofi, y nos fuimos del comedor con la cabeza gacha.

—Perdonáme, mamá... Yo pensé que estaba perdiendo el Pajabrava... —me dice ella por el camino.

—¡De ahora en más vos no pensés! —la interrumpo—. Querélo mucho a ese chico, pero no pensés. ¿Adónde se ha visto que un Bertotti pueda sacarle una moneda a esa gente?

¡Si la trampa la inventaron los ricos, nena!

—¡Y yo qué sé! —me dice.

—Serás ingenua —digo como para mí, mientras voy poniendo camisetas sucias en el lavarropas—... Serás ingenua, Sofía Mirta...",Más respeto que soy tu madre
21,El bólido rojo,18/2/2004,"Los hombres son vagos, maleducados y medio pelotudos, pero a la hora de armar algo con motor se redimen y nos conquistan. Yo siempre pensé que deberían vivir adentro de un taller mecánico. El esfuerzo que hicieron ayer los varones Bertotti y los vecinos del barrio no tiene nombre. Bueno, sí, tiene nombre: le pusimos «El bólido rojo», y con eso estamos recorriendo el país desde esta tarde.

Ayer, mientras a mí me salía humo de la cabeza porque se me había roto este cuadernito, el Zacarías en ningún momento me ayudó, ni me consoló ni nada. Pero se fue con mi suegro hasta acá a la vuelta y compraron el rastrojero modelo cincuenta y seis que era del marido de la Teresa Gómez.

—¿En eso nos vamos a ir de viaje? —les dije yo cuando vi la porquería—. ¡Pero si ese cacharro no camina desde el Mundial setenta y ocho!

—Por eso —me explicaron todos los hombres de la casa—.

Como no camina es barato, y nosotros en un periquete lo ponemos a nuevo.

La Teresa, con tal de que le sacáramos la chatarra de su garage, nos lo dejó regalado. Y entonces fue cuando ocurrió el milagro: todos los vecinos, al ver un auto viejo desarmado, se empezaron a acercar a la vereda, cada cual con una herramienta, y babeando de placer. Unos traían pinturas, otros destornilladores, hasta que al final llegó el Pajabrava (que es un sol) y le regaló a la Sofi el motor de un toyota hilux modelo 81.

—Este motor se lo había puesto a mi karting, pero ya no lo uso —le dijo el chiquitín al Zacarías—, es mi regalo, porque cumplimos un mes de novios con su hija.

—¡Yo quería un anillo o un collar, taradito! —gritaba la nena—. ¡No quiero un motor de karting!

El Pajabrava quedó para la mierda con la nena, pero desde ese instante el Zacarías lo mira con otros ojos al muchacho... Yo, la verdad, no sé qué le ven los hombres a tanta cosa engrasada, pero se pusieron contentísimos y se llevaron el rastrojero al taller mecánico del Mudo Carlitos. Todas las mujeres nos fuimos a cebarles mate, y la verdad es que al principio no creíamos que pudieran hacer nada con tanta chatarra.

A las dos horas ya le habían metido el motor, mientras un montón de chicos le pintaban el envoltorio al auto. Todo rojo, a pedido mío. Les pedí rojo porque si nos perdemos en la nieve (como los uruguayos que se comieron entre ellos) es más fácil que la policía nos vea desde un avión. «El bólido» empezaba a verse mejor, pero faltaban los vidrios y muchas cosas que no entiendo.

Lo lindo de trabajar entre todos es que nos íbamos olvidando de cuánto nos odiamos. Los vecinos estaban encantados de ayudarnos, y eso pasa muy pocas veces en la vida. A las cinco de la tarde el carnicero Pertossi y el Zacarías pidieron silencio, para ver si el injerto arrancaba, y cuando lo escuchamos ronronear nos pusimos todos a aplaudir. El Caio le sacó una foto desde arriba.

Lo demás fue pan comido. Para los pequeños detalles también ayudamos las mujeres. La Sofi le sacó brillo a todo el auto (ayudada con las escupidas de la vieja Monforte), Teresa Gómez se empezó a arrepentir de habernos regalado algo tan lindo, y yo en media horita le tejí al crochet un cubrevolante.

El Manija Pertossi, que sabe mucho de carpintería, se consiguió unas maderas y nos hizo unos asientos en la parte de atrás, porque nos estamos rotando en el viaje, ya que todos no entramos adelante. Parecen los asientos de la iglesia. A esa altura ya lo sacamos otra vez a la calle y nos preparamos para el viaje.

Antes de irnos, le hicimos la última foto a «El bólido» en la placita de la avenida Cuarenta, y después de agradecerle a todo el mundo encaramos para el Sur, cantando la canción del elefante que se balanceaba sobre la tela de una araña. Unidos y en auto nuevo, con olor a pintura y el corazón palpitante.

—¡A ritmo constante —gritó el Zacarías antes de irnos—, mañana a esta hora ya estamos abrazando al Nacho! ¡Aguante «El bólido rojo»!

¡Un carajo! Les escribo esto desde un cibercafé de la ciudad de Azul, a trescientos cuarenta kilómetros de Mercedes. Acá, en este pueblo, se nos rompió «El bólido rojo» a las once y treinta y cuatro de la noche. Cuatro horas nos duró la felicidad. A «El bólido» le empezó a salir humo por los cuatro costados, y hace un ruido espantoso.

—¿Qué ruido hace, papá? —le preguntó recién el Zacarías a don Américo, que viajaba en la parte de atrás.

—Igualitte que la moulinex cuando le meté carne con hueso —grafica el Nonno.

Todavía nos quedan mil seiscientos kilómetros y no sabemos qué hacer. Con lo que nos tenemos que gastar en hotel, hubiéramos ido en ómnibus a Lago Puelo y ya estaríamos ahí, cache en diez... ¡Pero qué lindo que es cuando los hombres se arremangan y hacen algo todos juntos, aunque siempre lo hagan tan mal!

",Más respeto que soy tu madre
